comment,mark
这么好的课程没有被发现太可惜了。,5.0
厉害厉害厉害,5.0
由浅入深，好,5.0
谢谢老师精彩讲解,5.0
学习更多的计算机课程知识,5.0
学习使我快乐！,5.0
"完美，很有意义
",4.0
了解更多的计算机课程知识,5.0
非常好，对今后学习非常有用，在生活中也帮了大忙,5.0
"非常好十分好
",5.0
"good good good,可好使了",5.0
"老师很好，很快乐
",5.0
"还可以，蛮有用的

",5.0
"verygood
",5.0
"ok!
可以",5.0
非常非常不错,5.0
学习试我快乐,5.0
超级超级棒,5.0
"我认为很好
",5.0
课程很棒，让我学到了很多有用的知识，更深刻的了解网络基础知识。,5.0
教会了我很多东西,5.0
nice！,5.0
很棒学到了很多,5.0
"有所提升很强
",5.0
很好啊！尤其是冲泡过程很受益！继续学习！,5.0
以前对绿茶稍有了解，但是通过学习，深感中国茶艺绿茶对人们的养生好处！,5.0
学习了很多茶文化！,4.0
丰富茶艺知识，提高生活品质。,5.0
真的可以做的更好，申请认证书延误了时间,3.0
传统文化，源远流长,5.0
很不错，适合我们这些零基础的。,5.0
通俗易懂，简洁明了！,5.0
课程内容组织上：条理清晰，重点环节重点突出。,5.0
老师课程很好，,5.0
推荐大家学习。,5.0
"可以的
不错",5.0
感觉非常好，受益匪浅！,5.0
老师讲述非常细致，而且很专业！,5.0
学习到很多专业茶知识，冲泡的视频很治愈,5.0
老师的课件、微视频都做的很好，讲解清晰明了，对初学茶艺的我很大帮助。,5.0
很喜欢茶艺课,5.0
很棒很棒很棒~,5.0
好，收获颇多,5.0
非常好，实用、适用,5.0
特别棒，收获很多,5.0
我喜欢咖啡，咖啡文化，好好学习！,5.0
拓展其实可以多一些,3.0
好好好好好,5.0
很好很不错,5.0
对咖啡的介绍比较笼统简单，让人容易在短时间内粗略认知咖啡，浅显易懂，对于咖啡爱好者，无疑是一个锦上添花的事情。这个课程开得很不错哦。感谢。,4.0
课程一点都不与时俱进，哪里好评了？,1.0
能够从实际出发，结合实际指导，非常棒。,5.0
注册了的学校云总是莫名消失还不能再注册,1.0
可以说是相当不错了,5.0
内容生动活泼，形式新颖；学习了很多新知识，希望可以继续学习,5.0
让我更了解了咖啡,5.0
个人感觉课程安排的很好从咖啡的各个方面进行了讲解，对于咖啡有了更多的了解。如果PDF课件能与视频课件内容更一致感觉会记得更牢靠些。因为有些问题在视频中没有出现，只在PDF课件中出现，所以相对来讲印象可能没有那么深,5.0
对我学习很有帮助,5.0
"真好，内容很充实
",5.0
"好啊
太好了",5.0
"学到很多东西

",5.0
蛮不错的，还可以,5.0
让我学到了更多的知识,5.0
henhao,5.0
".....没感觉

",5.0
还可以，但有的题目视频中没有。,5.0
"对我很有帮助
",5.0
学习到很多知识,5.0
"好好学习天天向上
",5.0
课程很有意义，值得学习,4.0
"很好。很有帮助
",5.0
总体来说挺好的,5.0
"真的非常的好
",5.0
感觉课程对我有很大的帮助,5.0
"good非常好非常非常好
",4.0
让我学会了计算机知识,5.0
真的好好呀,5.0
课程的内容非常的好，讲解的也很细致，配套的测验和作业也很有代表性，学习了以后，感觉收获很大！,5.0
谢谢平台提供这样的课程给我们学习，受益匪浅！,5.0
很喜欢这门课，老师讲的好，清楚有序,2.0
学习挺好的,5.0
对茶叶的知识以及礼仪有了系统深入的了解，很好！,5.0
内容还是比较丰富的，而且介绍的还是比较详细的。,4.0
okokok,5.0
我觉得很不错,5.0
课程设置的非常合理，由浅入深，由简到难，老师讲的细致、清晰，学习了这些课程后我受益匪浅。,5.0
"好的十分很
",5.0
真的棒极了！,5.0
收获很大！知识量很丰富,5.0
我想开学啊我爱学习啊！啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,1.0
感觉非常非常好,5.0
内容丰富多彩，很有兴趣,5.0
非常好。学到不少知识，泡茶演示更是一种享受，愉悦身心。,5.0
就感觉进一步了解了茶的种类以及它的作用,4.0
内容丰富多样，题目不难，接地气,4.0
有趣，故事好玩,5.0
很不错，喜欢学习。,5.0
"看了两本书还是没感觉唉，ROS,老子一定学会你，让你嚣张垃圾 辣鸡",4.0
没有一板一眼的介绍，机器人定义，起源，发展这种没什么信息量的东西，短小精悍,4.0
我第一次接触到双系统。从上午开始折腾，连续弄到了第二天凌晨。ummm确实有点难但是…太有趣了贼开心www,5.0
通过这个网站学习使知识面扩大了，搞什么就可以来学什么，非常适合在职工作的需求。希望能下载视频和学习资料。放宽发证条件，让人们有更多时间工作学习尔不是为了证费更多的时间。,5.0
众里寻他千百度，蓦然回首，那课原在慕课中,5.0
在台湾，有时候觉得网络太慢了，影片download 很久,4.0
"老师讲得很好！

由于MOOC本身缺陷，自己操作中问题，老师很难帮助解决，需要慢慢查资料。

虽然没有在自己机器上运行成功，但内容还是基本理解。

谢谢！

有收费的现场学习班吗？愿意参加。

2018年8月11日追加：
老师，怎么没有电子证书？",5.0
这个真是nn高尖端了,5.0
课程很不错，但是虽然课程并不多，需要自己进行大量时间,5.0
很好的一门ROS入门课程，老师讲得通俗易懂,5.0
可以说老师讲的非常贴合初学者学习，课件和学习资料准备的也很好，讲解实用的，拓展的留了官方的网址。概括性的介绍了ros，对整体开发有了概念；在写代码方面又给出了具体的例子，模板；老师对ros的理解很透彻，所以讲课非常清晰简洁，非常实用，让我少走很多弯路。,5.0
这个课感觉很优质,4.0
有没有可以下载这个课程课件的哎？？想用课件,5.0
超级超级超级喜欢这个课，非常喜欢讲课的老师，讲得特别好！！！真的是干货分享，谢谢老师！！！老师讲的特别有意思(^ ^),5.0
这门课程非常好,5.0
讲的很好，,5.0
内容非常丰富，讲解通熟易懂，配合提供的demo能够很快的入门ros,5.0
非常耐心详实地介绍了ROS基础，很不错！！！！,5.0
课程很不错，有待提高,4.0
非常棒的一门课 谢谢老师,5.0
"额，有点意思
",5.0
对我很有用,5.0
"内容还可以
",4.0
了解了很多以前不清楚的东西。,4.0
受益匪浅！谢谢！,5.0
专业，而且刷新了很多知识,5.0
课程讲得比较详细，很容易懂,4.0
挺好的，学到了很多,4.0
非常好啊啊,5.0
很棒OKgood,5.0
值得学习非常棒,5.0
好好好好好,5.0
很好，很棒，讲的很清楚,5.0
"可以让我学到很多知识
",5.0
学到挺多东西的，有助于我知识方面的提升,5.0
崔老师好厉害好棒,5.0
内容丰富，棒棒棒,5.0
只听了一次，还不是很了解。,5.0
总算做完了,5.0
还行还行还行,5.0
视频讲解条理清楚，收获良多！,5.0
希望可以进行实践泡茶,3.0
这门课程对于我们专业很有用,4.0
非常非常好,5.0
听朱老师讲课时美的享受,5.0
挺好的，知识点挺多的。,5.0
目前学的不错,5.0
茶作为中华文明之一，通过本课学习，有了更深的了解。,5.0
实可以做得更好,3.0
没什么想说的,3.0
课程设置合理，有理论也有实操，很方便学习,5.0
非常好 既有视频教学，又有相应的复习资料。学习过程中便于理解,5.0
很好很喜欢,5.0
什么都好，就是有个问题，绿茶那里，说杀青方式有四种，我不认同。正确来说蒸青，炒青，晒青，烘青，是茶叶以工艺（杀青和干燥）来划分，不是四种杀青方式,5.0
课程作业可以更加多元化,5.0
"好
得不得了啊
",5.0
画面美 知识系统实用 难易适中  老师知性,5.0
good，不太卡，老师质量刚刚的。,5.0
看了的视频都没刷新，依然显示没看，三天了，都要重新弄，还经常闪退,1.0
既然蛋白质被消化之后会变成氨基酸，那为啥要把蛋白质和氨基酸放在一起，不是多此一举吗,5.0
强势推荐的课程，适合即将毕业的大学生，讲的灰常好的哦！,5.0
内容很棒，在实际生活中很受用，实用性很强，我超喜欢的。,5.0
风趣幽默的课堂风格中 学到很多知识点  很是受用！满分5分的话，我会毫不犹豫给10分！！,5.0
头疼//////////////////////////////////////////////////////////////,4.0
老师讲得很具体，我已经推荐给我的学生看了。,5.0
本课讲得很仔细，从各方面分析的很到位，把我面试的一些困惑打开了。,5.0
挺喜欢老师的这风格,5.0
超优秀的课，老师很幽默，讲的很到位,5.0
作为在校学生，这样的课非常有用。,5.0
简明扼要，生动活泼，发人深省。,5.0
虽然跟网上说的面试技巧差不多，但老师讲的很好！,5.0
授课方式新颖有趣,5.0
"用周六接近一天的时间
完成本课程的学习
测验结果76/80
之前就被明哥聊求职公众号打动
得知有公开课
就迫不及待地想学习

明哥给人一种亲和感
课程内容
风趣幽默
系统全面
很有实用价值
非常适合求职中的人",5.0
可以说明哥的就业指导课，是我见过同类型课程中，内容讲的最仔细的，非常风趣幽默，很吸引我，给明哥一个赞！,5.0
就业是进入社会的第一个门槛，  讲的内容很实用，完全是干货 ，是我目前非常需要的，非常感谢老师,5.0
太有用了，简单易懂，很棒呦,5.0
很棒，受用终生~,5.0
实用，讲的有道理,4.0
讲的内容很切合实际,5.0
该课内容很实用，里面提到的问题在面试过程几乎都遇到了，老师的讲解很棒，让我受益匪浅，很感谢李老师。,5.0
内容很丰富，适合入门学习,5.0
讲的非常棒,5.0
很不错的教程，期待后续更高级的教程,5.0
非常棒的一门ROS的入门课程。,5.0
老师讲的很不错，很少有ros这方面的课程，希望后续出更深入的。,5.0
视频做的短小精悍 知识点有条理循序渐进 比我自己看书有效多了 谢谢,5.0
课程内容丰富,5.0
通俗易懂，代码开源，赞,5.0
努力學習....重複練習....成為一位ROS工程師,5.0
我很喜欢，老师讲的很好，谢谢老师和中国大学这个平台，引领我进入ros的世界,5.0
作为入门是很好的教程，,4.0
通俗易懂，相比其它相关的国外英文课，更好理解,5.0
棒！强烈推荐,5.0
"nice
easy understanding


",5.0
讲的不错，内容也还可以，符合“入门”的要求,4.0
讲的很基础，很适合初学者学习，非常棒，好评。,5.0
非常好 很实用,5.0
深入浅出，先讲理论，从根本解决对ros的理解问题，再加上十分切合的例子，这门课真的不错！！！,5.0
看了手册和各种教程看不明白的东西，老师讲的通俗易懂，感觉一下子入门了。,5.0
这门课程很实用，课程组织比较有序，赞一个！,5.0
可以系统学习一下茶知识了   谢谢,5.0
感受不错，只不过，网络太卡了,5.0
学到了很多,5.0
学习很有趣，老师讲课很有趣,5.0
简直有害孩子身心健康，让一个花季少女and少男 对着屏幕盯那么久，对孩纸腿，颈椎，腰，眼睛都不好。还有视频看的想睡觉，在神游~希望加强这个拍视频方面的精致吧，还有剪辑方面也要加强，希望能做的更加生动有趣。还有就是既然这个软件后台不够强大，用手机点就登录不出来，显示一直加载中，那就直接整修吧，等做好后再开放给学生使用。,1.0
知识全面，内容适合入门者学习,4.0
看到了可还好吧？,5.0
学到很多关于茶艺知识,5.0
666666666,4.0
 好好好好好好好好。,5.0
学到了很多新的知识，以后没事鼓捣一个茶具和茶叶也是很好的,5.0
学习后了解了很多知识,5.0
"知识很有用，谢谢老师
",5.0
课件内容较好，但是若是用于跟课做笔记，总是需要在这里添加一点，那里补一点，笔记杂乱，建议介绍一个品种时，可从其得名、产地，特征，地位等顺序一次介绍，而不是介绍所有品种名字由来后，又开始按照品种介绍产地、特征等，且有重复内容,3.0
