评论,分类
可以说老师讲的非常贴合初学者学习，课件和学习资料准备的也很好，讲解实用的，拓展的留了官方的网址。概括性的介绍了ros，对整体开发有了概念；在写代码方面又给出了具体的例子，模板；老师对ros的理解很透彻，所以讲课非常清晰简洁，非常实用，让我少走很多弯路。,1
这个课感觉很优质,1
有没有可以下载这个课程课件的哎？？想用课件,1
超级超级超级喜欢这个课，非常喜欢讲课的老师，讲得特别好！！！真的是干货分享，谢谢老师！！！老师讲的特别有意思(^ ^),1
这门课程非常好,1
讲的很好，,1
内容非常丰富，讲解通熟易懂，配合提供的demo能够很快的入门ros,1
非常耐心详实地介绍了ROS基础，很不错！！！！,1
课程很不错，有待提高,1
非常棒的一门课 谢谢老师,1
课程的内容非常的好，讲解的也很细致，配套的测验和作业也很有代表性，学习了以后，感觉收获很大！,1
谢谢平台提供这样的课程给我们学习，受益匪浅！,1
很喜欢这门课，老师讲的好，清楚有序,0
学习挺好的,1
对茶叶的知识以及礼仪有了系统深入的了解，很好！,1
内容还是比较丰富的，而且介绍的还是比较详细的。,1
okokok,1
我觉得很不错,1
课程设置的非常合理，由浅入深，由简到难，老师讲的细致、清晰，学习了这些课程后我受益匪浅。,1
"好的十分很
",1
真的棒极了！,1
收获很大！知识量很丰富,1
我想开学啊我爱学习啊！啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,0
感觉非常非常好,1
内容丰富多彩，很有兴趣,1
非常好。学到不少知识，泡茶演示更是一种享受，愉悦身心。,1
就感觉进一步了解了茶的种类以及它的作用,1
内容丰富多样，题目不难，接地气,1
有趣，故事好玩,1
很不错，喜欢学习。,1
"额，有点意思
",1
对我很有用,1
"内容还可以
",1
了解了很多以前不清楚的东西。,1
受益匪浅！谢谢！,1
专业，而且刷新了很多知识,1
课程讲得比较详细，很容易懂,1
挺好的，学到了很多,1
非常好啊啊,1
很棒OKgood,1
值得学习非常棒,1
好好好好好,1
很好，很棒，讲的很清楚,1
"可以让我学到很多知识
",1
学到挺多东西的，有助于我知识方面的提升,1
崔老师好厉害好棒,1
内容丰富，棒棒棒,1
只听了一次，还不是很了解。,1
总算做完了,1
还行还行还行,1
内容很丰富，适合入门学习,1
讲的非常棒,1
很不错的教程，期待后续更高级的教程,1
非常棒的一门ROS的入门课程。,1
老师讲的很不错，很少有ros这方面的课程，希望后续出更深入的。,1
视频做的短小精悍 知识点有条理循序渐进 比我自己看书有效多了 谢谢,1
课程内容丰富,1
通俗易懂，代码开源，赞,1
努力學習....重複練習....成為一位ROS工程師,1
我很喜欢，老师讲的很好，谢谢老师和中国大学这个平台，引领我进入ros的世界,1
作为入门是很好的教程，,1
通俗易懂，相比其它相关的国外英文课，更好理解,1
棒！强烈推荐,1
"nice
easy understanding


",1
讲的不错，内容也还可以，符合“入门”的要求,1
讲的很基础，很适合初学者学习，非常棒，好评。,1
非常好 很实用,1
深入浅出，先讲理论，从根本解决对ros的理解问题，再加上十分切合的例子，这门课真的不错！！！,1
看了手册和各种教程看不明白的东西，老师讲的通俗易懂，感觉一下子入门了。,1
这门课程很实用，课程组织比较有序，赞一个！,1
视频讲解条理清楚，收获良多！,1
这门课程对于我们专业很有用,1
非常非常好,1
听朱老师讲课时美的享受,1
挺好的，知识点挺多的。,1
目前学的不错,1
茶作为中华文明之一，通过本课学习，有了更深的了解。,1
课程设置合理，有理论也有实操，很方便学习,1
非常好 既有视频教学，又有相应的复习资料。学习过程中便于理解,1
很好很喜欢,1
什么都好，就是有个问题，绿茶那里，说杀青方式有四种，我不认同。正确来说蒸青，炒青，晒青，烘青，是茶叶以工艺（杀青和干燥）来划分，不是四种杀青方式,1
课程作业可以更加多元化,1
"好
得不得了啊
",1
画面美 知识系统实用 难易适中  老师知性,1
good，不太卡，老师质量刚刚的。,1
看了的视频都没刷新，依然显示没看，三天了，都要重新弄，还经常闪退,0
既然蛋白质被消化之后会变成氨基酸，那为啥要把蛋白质和氨基酸放在一起，不是多此一举吗,1
强势推荐的课程，适合即将毕业的大学生，讲的灰常好的哦！,1
内容很棒，在实际生活中很受用，实用性很强，我超喜欢的。,1
风趣幽默的课堂风格中 学到很多知识点  很是受用！满分5分的话，我会毫不犹豫给10分！！,1
头疼//////////////////////////////////////////////////////////////,1
老师讲得很具体，我已经推荐给我的学生看了。,1
本课讲得很仔细，从各方面分析的很到位，把我面试的一些困惑打开了。,1
挺喜欢老师的这风格,1
超优秀的课，老师很幽默，讲的很到位,1
作为在校学生，这样的课非常有用。,1
简明扼要，生动活泼，发人深省。,1
虽然跟网上说的面试技巧差不多，但老师讲的很好！,1
授课方式新颖有趣,1
"用周六接近一天的时间
完成本课程的学习
测验结果76/80
之前就被明哥聊求职公众号打动
得知有公开课
就迫不及待地想学习

明哥给人一种亲和感
课程内容
风趣幽默
系统全面
很有实用价值
非常适合求职中的人",1
可以说明哥的就业指导课，是我见过同类型课程中，内容讲的最仔细的，非常风趣幽默，很吸引我，给明哥一个赞！,1
就业是进入社会的第一个门槛，  讲的内容很实用，完全是干货 ，是我目前非常需要的，非常感谢老师,1
太有用了，简单易懂，很棒呦,1
很棒，受用终生~,1
实用，讲的有道理,1
讲的内容很切合实际,1
该课内容很实用，里面提到的问题在面试过程几乎都遇到了，老师的讲解很棒，让我受益匪浅，很感谢李老师。,1
好的很。值得看,1
挺不错的，能学到不少实用的知识！,1
很用心，加油,1
"从这个学到了许多有用的网络知识
",1
very good,1
"棒棒棒棒棒！！！！
",1
还好还好好,1
可以理解，赞,1
超棒呢，老师很帅哦,1
非常不错，推荐,1
挺好的，真的,1
老师讲得很清楚，学会很多课外知识。,1
不错，很有帮助。,1
很喜欢这门课程，很实用。,1
好好好好好,1
还行吧·····,1
"不错，让我学习到了很多知识


",1
还可以吧。,1
对学习有很大的帮助。,1
精彩实用。,1
第一次接触机器人操作系统ROS，因为对ROS有很大的兴趣，所以想深入了解，在ROS　Wiki上的知识体系很详尽但是对初学者是一个挑战，在这里让自己的学习更加轻松，有深一步的理解。,1
课程非常不错，讲的很清楚明白,1
111111,1
讲得很好，谢谢老师。,1
很好的课程,1
棒棒！讲的很好，i了,1
讲得太好了，目前能找到的最好的入门教程，清晰明了，富有操作性,1
很容易入门的教程。,1
这门课程讲的很好，但是并没有很细，这需要学习者自己去自学其中的代码，还有就是如果能提供一下课件，那么学习者会更加的方便,1
好哒哒哒哒哒哒,1
很好，很细致,1
很不错的课，比较实用,1
很喜欢，都听完了,1
课程内容专注于ROS的内部实现机制以及用户应用ROS开发自己的应用程序时所需要了解和掌握的重要概念的实现以及相应的接口，相较于其他仅对ROS典型功能包的使用进行介绍的图书与课程而言更加深入且直指ROS本质，值得深入学习,1
这门课程让我从一个小白对ROS系统有一个基础的认知和操作，我相信会对我以后有帮助,1
很详细，很细节，我的ros知识都来源于这里，谢谢老师,1
课程很好，适合大家ROS入门，感谢老师,1
"要是有进阶课程就更好了，例如多讲讲slam 与 路径规划
",1
可以系统学习一下茶知识了   谢谢,1
感受不错，只不过，网络太卡了,1
学到了很多,1
学习很有趣，老师讲课很有趣,1
简直有害孩子身心健康，让一个花季少女and少男 对着屏幕盯那么久，对孩纸腿，颈椎，腰，眼睛都不好。还有视频看的想睡觉，在神游~希望加强这个拍视频方面的精致吧，还有剪辑方面也要加强，希望能做的更加生动有趣。还有就是既然这个软件后台不够强大，用手机点就登录不出来，显示一直加载中，那就直接整修吧，等做好后再开放给学生使用。,0
知识全面，内容适合入门者学习,1
看到了可还好吧？,1
学到很多关于茶艺知识,1
666666666,1
 好好好好好好好好。,1
学到了很多新的知识，以后没事鼓捣一个茶具和茶叶也是很好的,1
学习后了解了很多知识,1
"知识很有用，谢谢老师
",1
很好，但愿还能听到关于茶方面更多的课程,1
老师讲的很全面，细致入微，不管是茶历史、茶礼仪、茶健康等等诸多方面，都很棒，很值得听,1
学习是点滴的积累，加持久的坚持，总有一天会收获果实哒,1
特别好，一直在持续不断的复习、学习、回顾。对我特别有用。如果辅助课件能做得更好就更完美了。,1
比较全面的介绍了茶文化和各种茶相关的知识，冲泡，礼仪等,1
非常系统又有韵味，老师的普通话都特别好，语气也很舒服。让人听得很享受！,1
先生讲课很幽默，很生动，如果是第一次接触慕课这种形式的学生不妨来听先生讲一次课。,1
有没有讲义呀？,1
生动具体，课程非常好,1
给了年轻人就业的方向！,1
讲得很好，深受启发,1
非常好，有用,1
谢谢中国慕课这个平台，这些课程都很适合自学的学生，感谢课程老师的心血教学。,1
李明老师风趣幽默，好极了,1
66666,1
提升用户异常，有第三方插件，看一会儿就弹出来，，怎么解决。,1
我觉得老师说的句句都很经典 对我很有帮助,1
要是早点看这门课程，就不会走这么多弯路了,1
老师授课经验丰富、语言幽默，很棒。,1
哈哈哈哈哈,1
老八秘制小汉堡,1
"真的很不错
",1
李老师讲的很多都很实用，很多内容都很实用,1
hao hao ,1
李明老师讲的好清楚，很容易懂,1
