comment,sentiment,,
闈炲父澶辨湜锛屽浜嗕竴瀛︽湡灏辨槸鍥犱负绾夸笂鑰冭瘯缃戠珯鍑虹幇闂锛屽垎鏁版墠杩欎箞浣庛€?0,,,
"鍥犱负鐮旂┒鏂瑰悜鐨勯棶棰橈紝鍙湅浜嗘姉椋庡唴瀹?棣栧厛锛屽紩鐢ㄧ殑鏁版嵁杩樻槸2001骞寸殑鑽疯浇瑙勮寖锛堣鍦伴潰绮楃硻閭ｄ竴鑺傦級锛岃繕鏈夊叧浜庡北涓樺湴褰㈠椋庨泤楂樺害淇绯绘暟璇存槑锛屾垜鐪嬩簡2012鑽疯浇瑙勮寖锛屾病鏈夋壘鍒颁粬璁茬殑閭ｄ簺鍐呭锛屼笉鐭ラ亾杩欎釜鍏紡閲宬1锛宬2锛宬3鍝潵鐨勶紙2001鍜?012杩欎釜淇鏄病鏈夋敼鍔ㄧ殑锛夛紝鍙兘鎴戠Н绱殑杩樻槸鏈変簺灏戝惂锛屼絾鑰佸笀璧风爜寰楄鏄庢槸鍏蜂綋鍑鸿嚜鍝釜瑙勮寖
璇村疄璇濓紝鎱曡閲岃鎶楅鐨勮繕鏄お灏戜簡锛屽笇鏈涜兘鏈夋墍鏀硅繘鍚?,0
瀛﹀埌浜嗗緢澶氭枃瀛︾煡璇?1
绯荤粺鏄€庝箞浜嗭紵锛燂紵鎻愪氦涓嶄簡浣滀笟鎬庝箞鍋氾紵锛燂紵,0
鏄庣櫧涓嶅皯鐞嗚鐭ヨ瘑,1
鎸哄ソ鐨勶紝鍥犱负鏈夊浘鐗囩┛鎻掞紝璇剧▼灏变笉浼氶偅涔堟灟鐕?""",1,,
涓轰粈涔堟€绘樉绀烘垜娌″畬鎴?0,,,
"姒傜巼璁洪儴鍒嗗惉寰楁湁鐐规敹鑾?鏁扮悊缁熻閮ㄥ垎鐪熻浜哄け鏈?鍋囪妫€楠岀殑鍩烘湰鎬濇兂搴旇鏄皬姒傜巼鍘熺悊,",0,,
鑰佸笀缁撳悎妗堜緥锛岃寰楀緢鏈夊疄闄呮剰涔夛紒,1,,
杩涘害鏉′竴鐩村啓涓嶅畬,0,,
璇句欢鍙惁鍒紕鐨勭◢寰崟涓竴浜涘憿锛屽洓涓竴璧锋瘮杈冧笉鏂逛究鐪?1,,,
"寰堝ソ锛屽嵃璞℃繁鍒伙紝鍩烘湰閮藉彲浠ユ帉鎻★紝
",1,,
鑰佸笀瑕佹眰鐪嬬殑锛屽垰寮€濮嬭寰楄€佸笀璁茬殑杩樹笉閿欍€傚彲鏄湅鐫€鐪嬬潃鍙戠幇锛岃繖涓€佸笀璁茶瘽璇皵姘歌繙鏄偅涓牱瀛愶紝鍚繃璇剧殑鑷劧鎳傘€?0,,,
鍨冨溇鐜╂剰锛岀綉鏄撹涓?0,,,
浣滀笟鏈夌偣澶氾紝浜掕瘎璁颁笉浣忥紝鎴鏃堕棿娌℃彁閱?0,,,
ppt鐨勮瘽杩樺彲浠ワ紝鎴戞槸鍥介檯鐢熸潵瀛﹀涓枃鐨勮锛屼絾鏄惂锛屼綘杩欐墍鏈夊瓧鍏ㄨppt杩樿涓嶉『閭ｆ垜瑕佷綘璁茶鏈変粈涔堢敤鍛紵绔欑潃灏变竴鑲￠搴熺殑鏍峰瓙锛岀湡鏄粈涔堜汉閮借兘褰撹€佸笀鍟婏紝涓嶇煡閬撴槸鏁欐巿鍦ㄨ杩樻槸鍔╂暀銆?0,,,
鑰佸笀璁茶濂芥锛屽緢鐢熷姩,1,,
瀹屽叏娌″叴瓒?,0,,
鍙彲鎰忎細锛屼笉鍙█浼?,0,,
闈炲父鍏呭疄鐨勮绋嬶紝瀛﹀緱寰堝悆鍔涳紝浣滀笟娴嬮獙澶墡瀹炰簡锛?1,,,
璇剧▼瀹夋帓鍚堢悊,0,,
涔犻鎻愪氦鍚庢病鏈夌瓟妗堬紝涔犻绛旈鏍煎紡缁忓父鍑虹幇閿欒锛屽鑷村鐢熷嵆浣跨瓟妗堟纭紝浣嗙敱浜庝笉娓呮鑰佸笀璁剧疆鐨勬牸寮忥紝鏈€缁堝垽瀹氫粛涓洪敊璇紝寮虹儓寤鸿鏁存敼銆?0,,,
鑰佸笀璇寸殑寰堟锛屼絾鎴戠殑鍩虹闂锛屾湁浜涘湴鏂瑰疄鍦ㄥ惉涓嶅お鎳傦紝鏁板鍩虹澶樊,1,,
鍙槸鎶婃枃瀛楀仛鎴愪簡瑙嗛鑰屽凡锛屼笖瑙嗛鎾斁鏃惰繕婊嬪暒婊嬪暒鍝嶏紝浣撻獙鐩稿綋宸€?0,,,
瀛﹀畬浜嗭紝鍗存樉绀烘湭鏇存柊  锛屼篃鏄唹浜? 鐪嬩簡鏈変竷鍏亶浜?0,,,
鍘夊鍘夊   鍘夊 ,1,,
鐗瑰埆濂界殑璇剧▼銆?1,,,
"璁茶В鐨勫緢娓呮
",1,,
闈炲父濂斤紝灏辨槸瀹夊崜鎵嬫満鍙互鍑轰竴涓姛鑳斤紝鑳界湅鐪嬪摢浜涜绋嬪埛浜?1,,,
瀛︿互鑷寸敤锛屾彁鍗囪嚜韬笓涓氱礌鍏汇€?1,,,
瑙嗛鍗￠】锛岀湅涓嶄簡,0,,
鍙槸璇昏浠惰璇句欢璇昏浠?0,,,
鍙笉鍙互鐮旂┒涓€涓嬮粍杩炵殑鐥呭锛岀敤浠€涔堟潵闃茬柅,0,,
鍛靛懙锛屾垜浠鏍℃牴鏈病鏈夎€冩彙鍔涜€冭瘯锛屾€庝箞鍦╩ooc 鐨勬祴楠岄噷灏辨湁浜嗭紵锛燂紵锛燂紵,0,,
鎬庝箞璁插埌16鍛ㄤ簡锛屽氨涓ゅ懆璇剧▼鍛?0,,,
瀵逛簬鏁欏笀鎴戞潵璇达紝杩欓棬璇剧▼寰堝疄鐢ㄣ€?1,,,
鎰熷彈涓€鏂帮紝瀛︿範绔炴槸濡傛绠€鍗曪紝鏈夋柟娉曪紝鏈夋妧宸с€?1,,,
璇剧▼鎸哄ソ鐨? 鑰佸笀璁插緱涔熸瘮杈冩竻妤?1,,,
杩欓棬璇惧簲璇ユ槸鎴戝湪鎱曡涓婇潰鍚緱鏈€宸殑涓€闂╬ython璇剧▼浜嗭紝娌′粈涔堢壒鑹诧紝涓嶇煡閬撲负浠€涔堣繕鏈夎繖涔堝浜鸿瘎浠疯繖涔堥珮銆傚寳浜悊宸ュ拰鍗楀紑澶у鐨勫氨寰堝ソ锛屼竴涓亸瀹炴垬锛屼竴涓亸鐞嗚锛岃繖涓€闂ㄨ鏈夌偣鍥涗笉鍍忕殑鎰熻銆?0,,,
"璁茶В娣卞叆娴呭嚭锛屽浜庨潪浼氳涓撲笟瀛︾敓寰堟湁甯姪銆?濡傛灉鍙互閫傚綋澧炲姞姣忚妭璇剧殑鏃堕暱灏辨洿濂戒簡銆?,1
鑰佸笀璁茬殑闈炲父濂斤紝琛ュ厖浜嗗緢澶氳瘝姹囷紝澧炲姞浜嗛槄璇婚噺锛岄敾鐐间簡鍚姏鍜岀炕璇戣兘鍔涖€備负鎵€鏈夊弬涓庤€呯偣璧炪€?1
璁ㄨ浜嗕竴鑺傝锛屽惉涓嶅嚭鍒板簳瑕佽杩颁粈涔堬紝瑙傜偣涓嶉矞鏄?0
鍨冨溇mooch娌℃湁浣滀笟鎴掓寚鎻愰啋,0
缁娴嬭瘯鍜嬪洖浜嬪晩锛?0
涓€鑸埇鍚э紝灏遍偅鏍?0
鏈夌偣褰㈠紡涓讳箟,0
鏈熷緟鏇村鍩硅,1
鍗婂浣撶墿鐞嗚繖闂ㄨ绠€鐩村氨鏄湴鐙憋紒锛侊紒锛?0
杩樺ソ锛岃兘鏈夋敹鑾?1
娣︼紒娣︼紒娣︼紒,0
鑰佸笀璁插緱寰堝ソ锛屾湁瓒ｏ紝涓嶆灟鐕ワ紝鍐呭瀹炵敤,1
瀛︿簡寰堝鐭ヨ瘑锛屽钀ュ吇鐭ヨ瘑浜嗚В鐨勬洿娓呮浜嗐€?1
鍚簡寰堝彈鐩婏紝澶氬涔犺惀鍏诲鐨勭煡璇嗭紝鍙互涓哄仴搴峰姞鐮?1
瀛﹀埌浜嗗緢澶氱殑鐭ヨ瘑锛屽緢妫?1
瀹岀粨鐨勫お蹇紝鑷冲皯寰楀拰鍏€夎鏃堕棿涓€鑷村惂锛屽畬缁撶殑澶揩锛?0
鐜板湪鐨勫ぇ瀛﹁€佸笀閮借繖涓按骞虫湁鐐硅涓嶈繃鍘?0
璇句欢鎬绘槸鍗★紝杩涘害杩樹笉璁板綍锛岃繕鏈夊氨鏄績鎯呭師鍥?0
璇剧▼寰堝骞茶揣",,,
",1
鑰佸笀璁茬殑寰堝ソ锛屾瘡鑺傝杩樻湁鐩稿簲鐨勫浘涔︽帹鑽?1
璇剧▼涓嶅叏浠€涔堟剰鎬?0
瑙嗛鎾斁寰堝崱,0
鏈変簺澶辨湜锛屽共璐ц緝灏戯紝鍚庨潰鐨勮绋嬫洿鏄湁澶ч噺鐨勮棰戞潵鍑戞暟锛屾劅瑙夊埗浣滀笉鏄緢鐢ㄥ績銆?0
鐪熺殑鏄お妫掍簡,1
鎴戜笉鎳備负鍟ヨ涓婅繖涓锛岃瑙ｆ儜,0
 鎬濈淮鏇村姞鍒涙柊鍙楃泭鍖祬锛屾湁寰堝ぇ鏀惰幏鍦ㄦ湭鏉ュ涔犱笂,1
鎸哄ソ鐨勶紝寰堝鏄撶悊瑙?1
鑰佸笀璁叉巿寰楀緢娓呮櫚,1
鍙互澶氳繘琛屼簺瑙嗛璁叉巿銆?1
杩欎釜璇勫垎鍒跺害鏈夐棶棰樺晩锛屽皯涓€涓瓧澶氫竴涓瓧绛旀鏄纭殑鍗翠笉缁欏垎,0
璇剧▼鍐呭姣旇緝鏋嚗,0
鑰佸笀璁插緱寰堝ソ,0
婵€鍔ㄧ殑鎼撴悡鎵嬶紒鏈熷緟寮€璇撅綖,1
璁插暐瀛愯锛屼笓涓氭湳璇竴澶у爢锛岀畝鍗曠殑閮借浣犺闅剧殑锛屼綘璁蹭釜閿ゅ瓙璇撅紝鍥炲鑰曞湴鍚э紝鍒彂mooc璇汉瀛愬紵,0
鏀惰幏寰堝锛岃浜哄彈鐩婂尓娴?1
璇村疄璇濅笉濡備箣鍓嶈€佸笀鐩存帴鏁?0
闈炲父妫掞紝璇剧▼鍐呭鍗佸垎涓板瘜锛岃瑙ｇ殑鍗佸垎璇︾粏銆?1
濂斤紝寰堝ソ锛岄潪甯?濂?1
鎺堣鎬濊矾娓呮櫚锛屽眰灞傛繁鍏ャ€傚緢澶氱悊璁虹粨鍚堟渚嬪瀹為檯宸ヤ綔寰堟湁甯姪銆?1
璇剧▼寰堝ソ锛岃€佸笀璁茶В寰堝埌浣?""",1,,
杩欐櫘閫氳瘽澶竴瑷€闅惧敖浜嗗惂,0,,
鎰熻阿鑰佸笀锛屾敹鑾烽涓?0,,,
MOOC璇剧▼浠ュ绉嶅舰寮忎紶鎺堣绋嬶紝鏈変腑鍥戒紶缁熸枃鍖栫殑浠嬬粛锛屾儏鏅墽褰㈠紡锛岃璋堝舰寮忥紝澶氭牱鏈夎叮涓旀槗浜庢帴鏀躲€?1,,,
寰堟锛屼簡瑙ｄ簡璁稿澶╂枃鐭ヨ瘑锛屽拰鏄熷骇鐩稿叧鐨勭璇濇洿缇庛€?,1,,
鎸哄ソ锛屽緢涓嶉敊,1,,
浣滀笟璁╀汉闈炲父鐢熸皵锛屽～绌洪涓や釜闂涓€涓┖鎬庝箞鍥炵瓟锛燂紵,0,,
瀛︿細浜嗕笉灏戜笢瑗匡紝瀹炵敤,1,,
"鍙互,鑰佸笀璁茬殑涓嶉敊銆?",1,,
鏄庢槑濂藉璇剧▼閮藉瀹屼簡锛屼絾鏄畠涓婇潰娌℃湁缁欐垜缁胯壊鐨勬爣璁帮紝閮藉浜嗗緢澶氶亶浜嗚繕鏄病鏈夌粰鎴戝嚭鏉ユ爣璁?0,,,
绠€鍗曟槑浜嗭紝涓€鍚氨鎳?1,,,
鑰佸笀璁茶寰堟竻鏅帮紝瑙ｅ喅蹇冧腑鐨勭枒闂?1,,,
鏃犺姝绘椿鏄紦瀛樹笉浜嗕笅杞介敭鎷挎潵鐪嬬殑鍚楋紵,0,,
鑰佸笀璁茶闈炲父鏈夎叮锛屽浜庤惀鍏诲鐭ヨ瘑涔熸湁浜嗗垵姝ョ殑浜嗚В锛屽姝ｅ湪鑻︽伡鎬庝箞鏍锋湁鏁堟帶鍒惰嚜宸辫惀鍏荤殑鍚屽鍏锋湁寰堝ぇ鐨勫府鍔╋紒,1,,
鏀惰幏闈炲父澶?鎰熻阿鑰佸笀浠殑浠樺嚭,1,,
璁叉澶尯闂翠及璁＄殑閭ｄ釜濂宠€佸笀锛宲pt閿欎簡涔熺収鐫€蹇碉紝鏄庢槑鏄绠椢硷紝鍙樻垚浜哢銆?0,,,
鎴戜妇寰楄繖缃戣寰堝瀮鍦?0,,,
鑰佸笀鐨勮鎺堝緢濂姐€?1,,,
"       鎴戝緢鍠滄mooc涓婃垜浠鏍″紑鐨勪細璁″杩欓棬璇剧▼銆?       棣栧厛锛屾巿璇捐€佸笀璁茶В鐨勫崄鍒嗙粏鑷寸敓鍔紝璁╂垜鏈夊緢澶氱殑鏀惰幏锛屽湪宸╁浐浜嗙嚎涓嬭鍫傜煡璇嗙殑鍚屾椂甯姪鎴戜滑杩涜浜嗙煡璇嗙殑寤朵几銆?        骞朵笖闅忓爞娴嬮獙銆佺珷娴嬪拰鑰佸笀涓庡鐢熶簰鍔ㄧ殑鐜妭浣胯繖闂ㄨ绋嬫洿鍔犵殑涓板瘜锛屾洿鍔犲叿鏈夊疄鐢ㄦ€с€備篃鍙互璁╂垜浠彲浠ヤ笉鏂珐鍥哄涔犲杩囩殑鐭ヨ瘑銆?       鏈€鍚庯紝闈炲父鎰熻阿鎵€鏈変负杩欓棬璇句粯鍑虹殑鑰佸笀鍖呮嫭鍙婃椂骞剁儹鎯呭洖绛旀垜浠棶棰樼殑鑰佸笀浠紝璁╂垜浠湪瀛︿範浼氳瀛﹁繖闂ㄨ绋嬫椂鍙互涓嶆柇杩涙锛屼笉鏂赴瀵岃嚜宸便€?,1
鏈夎叮鑰屼笖涓嶅崰鏈夊お澶氭椂闂村拰绮惧姏鍚屾椂瀛﹀埌鐭ヨ瘑!",,,
",1
鎱曡鍋氬緱濂藉晩,1
娴嬮獙鍒嗘暟瀹夋帓鐨勪笉鍚堢悊,0
璇剧▼甯姪寰堝ぇ,1
鍙互鍚ц繖涓蒋浠惰皟璇曞ソ浜嗗湪鎺ㄥ嚭鏉ヨ鐢ㄥ悧,0
鑾峰彇浜嗘柊鐨勭煡璇嗭紝寰堝彈鐩娿€?1
璇惧爞鍐呭缁勭粐锛氬唴瀹逛赴瀵屽褰╋紝骞朵笖涓鸿嚜宸卞甫鏉ュ緢澶氬熀纭€鐨勬硶寰嬬煡璇?璇惧爞鎺堣褰㈠紡锛氭瘡涓ゅ懆涓€娆＄殑鎺堣閫傚害涓斿厖瀹炲钩鏃剁殑璇剧▼锛屾€讳綋杞绘澗鎰夋偊""",1,,
璇剧▼鍐呭璇︾粏鑰屼赴瀵屽褰╋紝鍘熺悊璁茶В缁嗚嚧锛岄櫎浜嗕笉鑳借嚜宸变翰鎵嬫搷浣滅暐鏈夐仐鎲句互澶栦竴鍒囬兘濂姐€?1,,,
寰堟弧鎰忓緢婊℃剰,1,,
鐢熷懡鎬ユ晳璁╂垜瀛︿細浜嗗湪闈㈠绐佸彂鐘跺喌鏃讹紝鏄惧緱涓嶅啀鏄偅涔堢殑涓嶇煡鎵€鎺?1,,,
杞欢鐪熷樊鍔诧紝閮戒笉鍙互鍦ㄧ數鑴戜笂涓嬭浇,0,,
璁茬殑寰堝ソ锛屾潯鐞嗘竻鏅?0,,,
璁╂垜浜嗚В鍒颁簡涓€浜涘仴搴风殑鍩虹鐭ヨ瘑锛屽湪鐢熸椿涓緱鍒颁簡涓€浜涙湁鐢ㄧ殑甯姪,1,,
"鐢ㄧ數鑴戣繛瑙嗛閮界湅涓嶄簡
",0,,
6.9寮€鏅嫆涓夊ぇ瀹氬緥璇佹槑2鍒嗛挓浠ュ悗娌℃湁澹伴煶,0,,
鎴戝鍒嗘暟寰堢枒鎯戯紝甯屾湜鍙互寰楀埌瑙ｉ噴銆?0,,,
鎰熻阿鑰佸笀锛屽崄鍒嗗彈鐢?1,,,
璇剧▼杩樻槸寰堟湁瓒ｇ殑銆?1,,,
褰㈠紡澶笉绋冲畾锛屼竴浼氬張娣诲姞涓€鐐瑰効涓滆タ锛屾氮璐瑰ぇ閲忕簿鍔涳紝甯屾湜鍙互涓€娆℃€у畬鏁村彂鍑轰换鍔°€?0,,,
寰堝ソ锛岄洩涓€佺偔,1,,
闄や簡杩欑缃戣褰㈠紡锛屽叾浠栭兘寰堟,1,,
ppt姣旇緝鏃э紝鍏抽敭鏄病瀛楀箷锛屽緢澶氭椂鍊欒€佸笀璇磋瘽鍚笉娓?0,,,
"鎴戦潪甯镐笉鍠滄杩欎釜璇撅紝娌℃湁榄呭姏鐨勮€佸笀
",0,,
涓轰粈涔堣棰戜腑鐨勮€佸笀涓嶆槸鎴村缓涓氭暀鎺?  鏃㈢劧涓嶆槸鍙堜负浠€涔堟寕鐫€鍚嶅瓧   杩欐牱鏄睘浜庨€犲亣鍜屾楠?0,,,
100锛呭康PPT锛岄鐩お鍧?0,,,
鑰佸笀鍑虹殑棰樼洰瑕佺湅浜嗚绋嬪唴瀹规墠鑳藉洖绛旂殑锛屾垜瑙夊緱杩欎釜鏂规硶寰堝ソ,1,,
"鍙楃泭鍖祬
鑰佸笀鐨勮绋嬪緢鏈夎叮
",1,,
鎴戝緢澶辨湜澶辨湜,0,,
瑙嗗睆娌℃湁澹伴煶锛屽彧鑳藉惉瑙佹粙婊嬪０,0,,
鏀惰幏寰堝锛岀户缁?1,,,
鑰佸笀璁插緱寰堝ソ锛岀粰鎴戠殑鐢熸椿鍜屽涔犲甫鏉ヤ簡寰堝ぇ鐨勫惎鍙?1,,,
瀵掑亣鍦ㄥ涓嶅啀瀛ゅ崟!!!!,1,,
寰堝け鏈涳紝鏍规湰娌″唴瀹?0,,,
鎱曡锛屾暀瀛﹀舰寮忔柊棰栵紝澶у閮藉緢鍠滄銆?1,,,
"寰堟柟渚夸究锛屽彲浠ラ殢鏃堕殢鍦板鍒版洿澶氱殑鐭ヨ瘑
",1,,
"璁╂垜璁よ瘑浜嗗垱鏂板緢閲嶈
",1,,
瀛︿互鑷寸敤锛岄潪甯稿疄鐢?1,,,
"澶氬獟浣撶湅璧锋潵濂介毦鍙楀晩
鏈夋病鏈変笉鐢ㄥ濯掍綋鐨勮甯?,0
璁叉巿鐨勫唴瀹瑰緢濂斤紒鑰佸笀璁茶涔熷緢鎶曞叆銆?1
涓嶅枩娆€傘€傘€傘€傘€?0
鐪嬩簡璇剧▼涔熸病鏄剧ず杩涘害,0
璇剧▼鍐呭鍏呭疄锛岃€佸笀璁茶В鐗瑰埆浠旂粏锛岃澶т竴鏂扮敓浜嗚В浜嗚澶氬叧浜庝細璁＄殑鐭ヨ瘑銆傛垜浠€佸笀鐨勮瑙ｇ壒鍒€愬績锛岃В鍐充簡鎴戣澶氬偦鍌荤殑闂锛岀湡鐨勫緢鎰熻阿銆?1
寰堝ソ锛屾劅瑙夊鍒颁簡寰堝鐭ヨ瘑,1
杩欓棬璇剧湡鏄お妫掍簡锛屽€煎緱鎺ㄨ崘",,,
",1
涓轰粈涔堝埆浜洪兘鏈夎ˉ鑰冪殑鏈轰細锛屾垜浠繖涓绋嬫病鏈?0
鑰佸笀涓嶆槸鍦ㄦ暀瀛?鏄竴涓康PPT鐨勫璇绘満锛屽樊璇?,0
寰堟锛岃鏂版墜鐭ラ亾浜嗘€庝箞鍙戦煶,1
鍙楃泭鍖祬锛屾墿灞曠煡璇嗛潰,1
       瀵瑰師钁楃悊瑙ｅ亸宸緢澶э紱鐞嗚В娴呰杽锛屾瀬涓嶆繁鍒汇€備笉鐭ャ€婃槗銆嬶紝涓嶈冻浠ヨ█鍙や唬鍏垫硶銆傘€婃槗銆嬫槸鐏甸瓊锛岃繖浜涘叺娉曞彧鏄毊姣涖€備笉鐭ャ€婃槗銆嬶紝璁插嚭鏉ョ殑閮芥槸绌鸿櫄銆?      寰堟姳姝夛紝鎴戞兂瀵圭鍏堢暀涓嬬殑閬椾骇璐熻矗銆?""",0,,
闈炰笓涓氬鐢燂紝鍚庨潰浼氭瘮杈冮毦锛屼絾瀵逛簬瀵瑰ぉ鏂囧鍒氫骇鐢熷叴瓒ｏ紝鎯崇郴缁熻ˉ涓€涓嬬煡璇嗙殑浜烘潵璇磋洰濂界殑锛佽€佸笀璁茶涔熼兘寰堟竻妤氾綖,1,,
濂藉ソ濂藉ソ濂藉ソ濂藉ソ濂?1,,,
鍏ラ棬瀛︿範 鍏ㄧ▼鍏嶈垂 闈炲父鎰熻阿,1,,
浣滀负涓€涓?85锛岃绋嬭川閲忔湁寰呮彁楂?0,,,
閭ｄ釜瀛︾敓璁茬殑澶樊,0,,
濂?11111111,1,,
鑰佸笀璁茶鐢熷姩涓旂獊鍑洪噸鐐?寰堟锛?1,,,
鏄庢樉鏄湪瀹屼换鍔″晩锛屼竴鐐硅瘹鎰忛兘鏈ㄦ湁,0,,
鐭ヨ瘑绠＄悊澶噸瑕佷簡锛屽瀹岃繖涓彲浠ュぇ澶ф彁鍗囨晥鐜?1,,,
鑰佸笀鏈夐潪甯歌鐪熺殑鍑嗗鏉愭枡锛岃绋嬫湁閫昏緫锛屽ソ鐞嗚В銆傚崄鍒嗘劅璋€?1,,,
鎴戦渶瑕佷綘璇诲悧?宸瘎,0,,
鑰佸笀璁茬殑寰堝ソ锛屽噯澶囩殑涔熷緢鍏呭垎,1,,
鍐呭澶浜嗭紝瀛﹀埌浜嗗緢澶氱煡璇?1,,,
鎬讳綋闈炲父绯荤粺锛屽湪璇惧鏈夋嫇灞曚笌琛ュ厖鐨勪綔鐢?1,,,
鐭ヨ瘑鐐瑰緢涓板瘜锛岃€佸笀璁茶В鐢熷姩鏈夎叮锛岄€氫織鏄撴噦锛屽ソ璇?1,,,
鍙互甯姪鎴戜滑浜嗚В褰撲笅鐨勫浗瀹舵斂绛栦笌褰㈠紡锛屽紑闃旇嚜宸辩殑鐪肩晫锛屼赴瀵岃嚜鎴戠殑鍐呮兜,1,,
鑰佸笀璁茬殑寰堝ソ锛岀粏鑺傚緢澶氱殑鍚屾椂涔熶笉澶辨繁搴︼紝棰嗙暐鍒颁簡椹厠鎬濇€濇兂鐨勫厜鑺?1,,,
鑰佸笀鏁欑殑寰堜笉閿欙紝璇剧▼涔熼潪甯稿ソ,1,,
寰堟锛岄煩闇茶€佸笀寰堜紭绉€,1,,
璇炬椂鍜屽涔犳椂闂翠笌鐪熷疄鎿嶄綔鏃堕棿涓嶇锛屼笉鑳藉強鏃舵洿鏂板涔犳椂闂?0,,,
澶浜嗭紝瀛﹀埌浜嗗緢澶?,1,,
鍗曠函涓嶅枩娆?,0,,
濡傛璁ょ湡瀹屾垚瑙嗛锛屼綔涓氫互鍙婅€冭瘯锛屼笉缁欐垜杩囷紝杩樻晠鎰忓崱浜嗕竴娉㈠垎锛?6鐐瑰鍒嗭紝杩欐槸涓轰綍锛岄毦閬撳竻鏈夐敊鍚楋紝涓濇涓嶈€冭檻鎴戠殑鎰熷彈锛屽績瀵掑憖,0,,
璇ユ厱璇句互鍥剧墖銆佸姩鐢汇€佽棰戝強妗堜緥绛夊绉嶅舰寮忥紝绯荤粺鍦颁粙缁嶄簡鏂板瀷鍐犵姸鐥呮瘨鐨勫熀纭€鐭ヨ瘑锛屼复搴婄煡璇嗭紝闃叉姢鐭ヨ瘑锛屽績鐞嗗仴搴风煡璇嗭紝鍙楃泭鍖祬銆?1,,,
缃戣涓殑鎴樻枟鏈?1,,,
"浠庤绋嬪唴瀹逛笂鐪嬶紝寰堣缁嗗叿浣擄紝鍚屾椂鍙堢獊鍑洪噸鐐广€?浠庢巿璇炬柟寮忎笂鐪嬶紝寰堟柊棰栵紝涓旀瘡鑺傝鐨勬椂闂撮暱鐭緢鍚堥€傘€?骞朵笖鎴戜粠涓敹鑾蜂簡寰堝锛屽鍒颁簡寰堝鐨勭煡璇嗐€?,1
涓嶅お濂斤紝鍙傚姞涓嶄簡,0
涓轰粈涔堜笉鍙戠數瀛愯瘉涔︼紝鎴戝緢濂藉锛屾嫋杩欎箞涔咃紵,0
鑰佸笀璁茬殑寰堢敓鍔ㄦ竻鏅皛,1
鏀惰幏澶氬锛屽浠ヨ嚧鐢紝鎴愰暱鑷繁锛屾湇鍔′粬浜?1
娉ㄥ唽浜嗙殑瀛︽牎浜戞€绘槸鑾悕娑堝け杩樹笉鑳藉啀娉ㄥ唽,0
濂斤紝鑹績骞冲彴銆?1
鑰佸笀璁茶В鐨勫緢缁嗚嚧锛屽鏄撴噦,1
鎻愪氦鎻愬埌鏃跺€欎负浠€涔堣€佹槸鍑虹幇绯荤粺閿欒,0
鎴戣寰椾竴鐐规剰鎬濋兘娌℃湁锛屽弽鑰屽儚姣忔瀹屾垚浠诲姟銆?0
甯屾湜浣滀负璇剧▼锛岃兘璁茶В鍏抽敭鐜妭",,,
",0
鑰佸笀璁茬殑寰堣鐪燂紝瀵瑰涔犻潪甯告湁甯姪锛?1
闅惧彈  鎴戝お闅句簡,0
璇句欢绠€娲佹槑浜嗭紝閲嶇偣绐佸嚭锛岃€佸笀鏂囧寲搴曡暣娣卞帤锛岃璇句紭绉€~,1
       姣涙鑰佸笀鐨勮闈炲父鏈夎叮锛岃櫧鐒剁粡甯歌Q璧锋潵鍥炵瓟闂锛屽父甯镐笉鐭ユ墍鎺紝浣嗚繖涔熸槸閿荤偧鑷繁鐨勬満浼氬惂銆?       璇惧爞涓婅€佸笀瀵硅鐐圭殑瑙ｈ鍗佸垎閫氫織鏄撴噦锛岀粡甯稿垪涓惧崄鍒嗙敓娲诲寲鐨勪簨渚嬶紝鏇磋兘璁╂垜浠湡姝ｇ殑鐞嗚В澶嶆潅鐨勭煡璇嗙偣銆傝皥鍚愮湡鐨勫緢椋庤叮鍟婂晩鍟婂晩鍟婂晩骞介粯鍟婂晩鍟婂晩""",1,,
璇捐鐨勫€掓槸涓嶉敊锛屼絾鏄す甯︾璐уお鎭跺績浜?0,,,
鑰佸笀璁插緱澶ソ浜嗭紒锛侊紒,1,,
寰堝け鏈涳紝鍒朵綔绮楃硻锛岃€佸笀鍙ｉ煶閲嶏紝鍙ｈ閫昏緫涔憋紝杩樻潵鍥炴檭韬尅璇句欢銆傝浠剁洰鍓嶄篃涓嶆彁渚涗笅杞姐€?0,,,
www鑰佸笀鎴戣繕鍦ㄥ鐒跺悗绐佺劧灏卞叧闂簡,0,,
鎴戣寰楁尯濂界殑,1,,
鍐欎釜浣滀笟 澶氬張澶氫笉杩?杩樻病鎻愮ず,0,,
